metier,identifiant,competences,savoir-etre
Monteur-câbleur,147KJXP,"Contrôler une installation électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",
Monteur-câbleur,147KJLG,"Adapter les composants aux caractéristiques du support. Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. Positionner et fixer les composants sur les supports. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage",
Monteur-câbleur,147KGYK,"Contrôler une installation électrique. Lecture de plan, de schéma. Normes de sécurité électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Règles de montage électrique. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils. Techniques de sertissage. Utilisation d'appareils de mesure électrique (multimètre, ...). Utilisation d'outillages manuels. Vérifier la continuité électrique du câblage et procéder aux réglages préalables à la mise sous tension",
Monteur-câbleur,147KCVY,"Alimenter une machine industrielle en matière ou produit. Assembler les éléments du produit électrique ou électronique (composants, câblage). Contrôler la conformité d'un produit aux différentes étapes de fabrication. Repérer et positionner les éléments électriques, composants électroniques dans l'ordre d'assemblage ou alimenter la machine. Suivre l'approvisionnement. Minutie. Polyvalent. Rigueur",Travail en équipe. Sens de l'organisation
Monteur-câbleur,147JZFM,,
Monteur-câbleur,147JWXP,"Adapter les composants aux caractéristiques du support. Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. Positionner et fixer les composants sur les supports. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage",
Monteur-câbleur,147JPNH,"Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Contrôler une installation électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",Travail en équipe. Rigueur
Monteur-câbleur,147JNKX,"Contrôler une installation électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",
Monteur-câbleur,147JHHQ,"Appréciation visuelle de câblage. Lecture de plan, de schéma. Montage mécanique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Techniques de sertissage. Techniques de soudure",Curiosité. Travail en équipe. Rigueur
Monteur-câbleur,147HXVR,"Connecter des équipements électroniques. Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. Positionner et fixer les composants sur les supports. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage",
Monteur-câbleur,147HWMR,"Démonter des câbles électriques. Désactiver un réseau électrique. Réaliser un raccordement de réseau. Sécuriser le chantier et son environnement (signalisation, ...). Techniques de soudure",Curiosité. Sens de la communication. Autonomie
Monteur-câbleur,147HTFN,"Adapter les composants aux caractéristiques du support. Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. Positionner et fixer les composants sur les supports. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage",
Monteur-câbleur,147HLVM,Assembler les éléments de l'équipement. Chiffrage/calcul de coût. Connecter une boîte de raccordements. Identifier les matériels à intégrer. Installer l'équipement sur le site et le connecter aux réseaux extérieurs,Persévérance. Autonomie. Rigueur
Monteur-câbleur,147HHQC,"Démonter des câbles électriques. Désactiver un réseau électrique. Réaliser un raccordement de réseau. Sécuriser le chantier et son environnement (signalisation, ...). Techniques de soudure",
Monteur-câbleur,147HCTK,"Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. minutieux. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage. Adapter les composants aux caractéristiques du support. Positionner et fixer les composants sur les supports. manuel. observateur",Curiosité. Persévérance. Rigueur
Monteur-câbleur,147HCKN,"Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. minutieux. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage. Adapter les composants aux caractéristiques du support. Positionner et fixer les composants sur les supports. manuel. observateur",Curiosité. Persévérance. Rigueur
Monteur-câbleur,147HBHT,"Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. minutieux. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage. Adapter les composants aux caractéristiques du support. Positionner et fixer les composants sur les supports. manuel. observateur",Curiosité. Persévérance. Rigueur
Monteur-câbleur,147GZQK,,Autonomie. Rigueur
Monteur-câbleur,147GXBH,Contrôler une installation électrique. Installer un équipement. Montage mécanique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Utilisation d'outillages manuels,Travail en équipe. Sens de l'organisation. Rigueur
Monteur-câbleur,147GWPK,Assembler les éléments de l'équipement. Connecter une boîte de raccordements. Identifier les matériels à intégrer. Installer l'équipement sur le site et le connecter aux réseaux extérieurs. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné,
Monteur-câbleur,147GVGX,"Adapter les composants aux caractéristiques du support. Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. Lecture de plan, de schéma. Positionner et fixer les composants sur les supports. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage. minutieux",Travail en équipe. Sens de l'organisation. Rigueur
Monteur-câbleur,147GLDD,,
Monteur-câbleur,147GHYB,"Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",Sens de l'organisation. Rigueur
Monteur-câbleur,147GGGL,"Contrôler une installation électrique. Intervenir sur un procédé de fabrication en moyennes séries. Monter des composants électroniques ou incorporer des cartes électroniques dans des appareils, équipements, .... Positionner des fils électriques sur un support. Réaliser une connexion électrique",Capacité d'adaptation. Sens de l'organisation. Rigueur
Monteur-câbleur,147GFBZ,"Adapter les composants aux caractéristiques du support. Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. Positionner et fixer les composants sur les supports. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage",
Monteur-câbleur,147GBSP,"Contrôler une installation électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",Réactivité. Travail en équipe. Autonomie
Monteur-câbleur,147GBMY,"Contrôler une installation électrique. Lecture de plan, de schéma. Normes de sécurité électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Règles de montage électrique. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils. Techniques de sertissage. Utilisation d'appareils de mesure électrique (multimètre, ...). Utilisation d'outillages manuels. Vérifier la continuité électrique du câblage et procéder aux réglages préalables à la mise sous tension",
Monteur-câbleur,147FZXH,"Lecture de plan, de schéma. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils. Assembler des supports. Assurer une maintenance de premier niveau. Electricité. Installer un équipement",Travail en équipe. Autonomie. Rigueur
Monteur-câbleur,147FYCK,"Contrôler une installation électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",Autonomie. Sens de l'organisation. Rigueur
Monteur-câbleur,147FXYY,"Adapter les composants aux caractéristiques du support. Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. Positionner et fixer les composants sur les supports. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage",Prise de recul. Gestion du stress. Autonomie
Monteur-câbleur,147FRXM,"Adapter les composants aux caractéristiques du support. Identifier l'implantation des composants (résistances, condensateurs, circuits intégrés, ...) à partir du schéma électronique ou du plan de câblage. Positionner et fixer les composants sur les supports. Vérifier le montage et le câblage (valeur des composants, continuité électrique, ...). Vérifier les composants et les disposer en fonction du déroulement des opérations de montage",
Monteur-câbleur,147FPJX,"Démonter des câbles électriques. Désactiver un réseau électrique. Habilitation électrique. Réaliser un raccordement de réseau. Sécuriser le chantier et son environnement (signalisation, ...). Techniques de soudure",Persévérance. Autonomie. Sens de l'organisation
Monteur-câbleur,147FHLV,"Démonter des câbles électriques. Désactiver un réseau électrique. Réaliser un raccordement de réseau. Sécuriser le chantier et son environnement (signalisation, ...)",
Monteur-câbleur,147FHGL,"Démonter des câbles électriques. Désactiver un réseau électrique. Réaliser un raccordement de réseau. Sécuriser le chantier et son environnement (signalisation, ...)",
Monteur-câbleur,147FFDT,"Contrôler une installation électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",Réactivité. Sens de la communication. Autonomie
Monteur-câbleur,147FBGK,"Contrôler une installation électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",
Monteur-câbleur,147DZWC,"Contrôler une installation électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",
Monteur-câbleur,147DZKJ,"Démonter des câbles électriques. Désactiver un réseau électrique. Réaliser un raccordement de réseau. Sécuriser le chantier et son environnement (signalisation, ...)",
Monteur-câbleur,147DXMB,"Contrôler une installation électrique. Positionner des fils électriques sur un support. Préparer des fils électriques. Réaliser une connexion électrique. Sélectionner les câbles et les disjoncteurs, contacteurs, fusibles, ... à partir du schéma électrique, du plan de câblage ou de la puissance des appareils",Capacité d'adaptation. Persévérance. Travail en équipe
