metier,identifiant,competences,savoir-etre
Chef de projet technique,147HTHF,"Analyser et définir les besoins de l'entreprise, des utilisateurs en matière d'organisation et de systèmes d'information et de télécoms. Concevoir le schéma directeur à partir des orientations fixées par la direction et des besoins des services utilisateurs et superviser les modalités de mise en oeuvre. Coordonner les différentes étapes d'un projet. Piloter un projet. Procéder au choix de réalisation, de traitement en interne ou par sous-traitance et en contrôler la conformité de réalisation",Persévérance. Capacité à fédérer. Sens de la communication
Chef de projet technique,146XZXM,"Analyser et définir les besoins de l'entreprise, des utilisateurs en matière d'organisation et de systèmes d'information et de télécoms. Concevoir le schéma directeur à partir des orientations fixées par la direction et des besoins des services utilisateurs et superviser les modalités de mise en oeuvre. Coordonner les différentes étapes d'un projet. Piloter un projet. Procéder au choix de réalisation, de traitement en interne ou par sous-traitance et en contrôler la conformité de réalisation",Travail en équipe. Sens de l'organisation. Rigueur
Chef de projet technique,146XTTG,"Piloter un projet. Analyser et définir les besoins de l'entreprise, des utilisateurs en matière d'organisation et de systèmes d'information et de télécoms. Concevoir le schéma directeur à partir des orientations fixées par la direction et des besoins des services utilisateurs et superviser les modalités de mise en oeuvre. Coordonner les différentes étapes d'un projet. Procéder au choix de réalisation, de traitement en interne ou par sous-traitance et en contrôler la conformité de réalisation",Capacité d'adaptation. Sens de l'organisation. Rigueur
Chef de projet technique,146MVNC,"Contrôler la conformité d'exploitation. Contrôler la réalisation d'une prestation. Définir les moyens humains, matériels et financiers d'un projet. Mettre en place des actions correctives et préventives. Évaluer les besoins et les impératifs d'exploitation d'une infrastructure",Capacité d'adaptation. Force de proposition. Sens de la communication
Chef de projet technique,146JSYD,"Contrôler la conformité d'exploitation. Contrôler la réalisation d'une prestation. Définir les moyens humains, matériels et financiers d'un projet. Mettre en place des actions correctives et préventives. Évaluer les besoins et les impératifs d'exploitation d'une infrastructure",Capacité d'adaptation. Gestion du stress. Sens de l'organisation
Chef de projet technique,145HPXX,,
Chef de projet technique,142XHRP,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",Sens de la communication. Capacité de décision. Sens de l'organisation
Chef de projet technique,147FSYM,"Analyser et définir les besoins de l'entreprise, des utilisateurs en matière d'organisation et de systèmes d'information et de télécoms. Concevoir le schéma directeur à partir des orientations fixées par la direction et des besoins des services utilisateurs et superviser les modalités de mise en oeuvre. Coordonner les différentes étapes d'un projet. Piloter un projet. Procéder au choix de réalisation, de traitement en interne ou par sous-traitance et en contrôler la conformité de réalisation",
Chef de projet technique,147DVBB,"Analyser les éléments de fabrication. Chiffrage/calcul de coût. Définir les procédés, moyens et modes opératoires. Établir un document de fabrication",
Chef de projet technique,146YFCL,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Travail en équipe. Sens de l'organisation. Rigueur
Chef de projet technique,146TRWX,Contrôler la réception des commandes. Coordonner des opérations. Gestion des stocks et des approvisionnements. Planifier le traitement des commandes,
Chef de projet technique,146MXLS,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Travail en équipe. Sens de l'organisation. Rigueur
Chef de projet technique,142BFGR,"Analyser et définir les besoins de l'entreprise, des utilisateurs en matière d'organisation et de systèmes d'information et de télécoms. Concevoir le schéma directeur à partir des orientations fixées par la direction et des besoins des services utilisateurs et superviser les modalités de mise en oeuvre. Coordonner les différentes étapes d'un projet. Piloter un projet. Procéder au choix de réalisation, de traitement en interne ou par sous-traitance et en contrôler la conformité de réalisation",Travail en équipe. Sens de la communication. Rigueur
Chef de projet technique,146YTWP,Définir la faisabilité et la rentabilité d'un projet. Déterminer des axes d'évolution technologiques. Identifier les contraintes d'un projet. Élaborer des propositions techniques. Élaborer des solutions techniques et financières,
Chef de projet technique,146TQWF,Contrôler la réception des commandes. Coordonner des opérations. Gestion des stocks et des approvisionnements. Planifier le traitement des commandes,
Chef de projet technique,146TQCB,Contrôler la réception des commandes. Coordonner des opérations. Gestion des stocks et des approvisionnements. Planifier le traitement des commandes,
Chef de projet technique,146SGMN,"Contrôler la conformité d'exploitation. Contrôler la réalisation d'une prestation. Définir les moyens humains, matériels et financiers d'un projet. Mettre en place des actions correctives et préventives. Repérer des dégradations ou incidents",Autonomie. Sens de l'organisation. Rigueur
Chef de projet technique,146MTVP,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",Travail en équipe. Sens de l'organisation. Rigueur
Chef de projet technique,146LHYN,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",
Chef de projet technique,146KRYF,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",
Chef de projet technique,146HMLN,"Assister techniquement les services de l'entreprise ou les clients. Réaliser ou faire évoluer les schémas, les plans à partir des fonctionnalités et caractéristiques du système électrique ou électronique. Sélectionner les composants électroniques, électriques à partir de bases de données, de nomenclatures fournisseurs. Vérifier par simulation, tests, essais, calculs, les fonctionnalités et les caractéristiques du système électrique ou électronique",
Chef de projet technique,146GBJY,"Analyser les éléments de fabrication. Chiffrage/calcul de coût. Définir les procédés, moyens et modes opératoires. Techniques de soudage",Travail en équipe. Sens de l'organisation. Rigueur
Chef de projet technique,146CGJH,"Analyser les éléments de fabrication. Analyser un dysfonctionnement ou une non-conformité. Apporter un appui technique aux services qualité, maintenance, méthodes. Définir les procédés, moyens et modes opératoires. Déterminer des actions correctives",
Chef de projet technique,144YPVV,"Automatisme. Concevoir des procédures de maintenance. Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Electricité. Informatique. Informatique industrielle. Installer du matériel d'automatisation. Localisation de panne. Matériel d'automatisation. Modifier un équipement automatisé. Robotique. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Techniques d'asservissement et de régulation. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site. Électrotechnique",Capacité d'adaptation. Curiosité. Travail en équipe
Chef de projet technique,144HZZP,,Force de proposition. Autonomie. Rigueur
Chef de projet technique,147BBCJ,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",
Chef de projet technique,146JBJB,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",
Chef de projet technique,146CCBD,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",
Chef de projet technique,147HYBS,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",
Chef de projet technique,147HVTK,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",Réactivité. Autonomie. Rigueur
Chef de projet technique,147HHHF,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",Sens de la communication. Autonomie. Rigueur
Chef de projet technique,147GQCM,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",
Chef de projet technique,147GJDX,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Contrôler l'état d'avancement des travaux. Lancer un appel d'offre. Outils bureautiques. Réaliser le suivi d'une commande. Réaliser un reporting. Réaliser un suivi d'activité. Saisir des documents numériques",Capacité d'adaptation. Autonomie. Rigueur
Chef de projet technique,147FRFB,Gestion de projet. Outils bureautiques. Pack Office. Concevoir un tableau de bord. Mettre en place une démarche qualité. Réaliser le suivi d'une commande. Réaliser un reporting. Réaliser un suivi budgétaire. Réaliser un suivi d'activité. Rédiger un compte rendu de réunion. Saisir des documents numériques. Sensibiliser un public à une démarche qualité. Transmettre des documents contractuels à des clients. Veille informationnelle. Connaissance technique,Autonomie. Sens de l'organisation. Rigueur
Chef de projet technique,147FNLL,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",Capacité d'adaptation. Force de proposition. Autonomie
Chef de projet technique,147FCWQ,,
Chef de projet technique,147DSPV,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",
Chef de projet technique,147DHZH,,
Chef de projet technique,147BBLY,"Contrôler l'état d'avancement des travaux. Imprimer des documents techniques. Logiciels : ARCHICAD,SKETCHUP, AUTOCAD. Logiciels :ILLUSTRATOR,  PHOTOSHOP, INDESIGN. Organiser des réunions et des visites de chantier. Outils bureautiques. Renseigner un client. Réaliser un reporting. Réaliser une visite de chantier. Saisir des documents numériques. Techniques de numérisation. Techniques de communication",Capacité d'adaptation. Travail en équipe. Autonomie
Chef de projet technique,146ZQWK,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Installer du matériel d'automatisation. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",Travail en équipe. Sens de l'organisation. Rigueur
Chef de projet technique,146XTKS,"Automatisme. Concevoir des procédures de tests. Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Définir les caractéristiques techniques du produit. Matériel d'automatisation. Mécanique. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Réaliser les dossiers d'équipement de l'installation automatisée (plan, schémas, notices d'exploitation, ...). Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site. Établir un cahier des charges",Travail en équipe. Sens de l'organisation. Rigueur
Chef de projet technique,146XSWM,"Architecture réseau. Automatisme. Concevoir des procédures de tests. Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Définir les caractéristiques techniques du produit. Informatique industrielle. Langages de programmation informatique. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Réaliser les dossiers d'équipement de l'installation automatisée (plan, schémas, notices d'exploitation, ...). Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site. Anglais professionnel. Java",Autonomie. Sens de l'organisation. Rigueur
Chef de projet technique,146WQJR,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",
Chef de projet technique,146TTQN,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",Réactivité. Autonomie. Rigueur
Chef de projet technique,146THNJ,"Organiser des déplacements professionnels. Outils bureautiques. Renseigner un client. Réaliser le suivi d'une commande. Réaliser un suivi d'activité. Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Réaliser un reporting. Saisir des documents numériques. Techniques de communication. Transmettre des documents contractuels à des clients. Utilisation d'outils collaboratifs (planning partagé, web conférence, réseau social d'entreprise, ...)",Capacité d'adaptation. Travail en équipe. Autonomie
Chef de projet technique,146THHP,Caractéristiques des écosystèmes. Normes environnementales. Procéder à des études/expérimentations. Techniques culturales. Veille informationnelle,Réactivité. Autonomie. Rigueur
Chef de projet technique,146SXPQ,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",Capacité d'adaptation. Force de proposition. Rigueur
Chef de projet technique,146SDMV,"Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Classer les documents, informations et fonds documentaires d'une activité. Saisir des documents numériques",Sens de la communication. Sens de l'organisation. Rigueur
Chef de projet technique,146PKZR,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",
Chef de projet technique,146NVVY,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Normes rédactionnelles. Outils bureautiques. Renseigner un client. Réaliser un reporting. Réaliser un suivi d'activité. Réaliser une recherche documentaire. Rédiger un compte rendu de réunion. Saisir des documents numériques. Mettre en place une démarche qualité. Procédures d'appels d'offres. Réaliser un suivi budgétaire. Réaliser un suivi comptable. Répondre à un appel d'offre. Techniques de communication. Techniques de numérisation. Utilisation d'outils collaboratifs (planning partagé, web conférence, réseau social d'entreprise, ...). Veille informationnelle",Capacité d'adaptation. Persévérance. Rigueur
Chef de projet technique,146NJKN,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser une recherche documentaire. Saisir des documents numériques. Techniques de numérisation. Transmettre des documents contractuels à des clients",Autonomie. Sens de l'organisation. Rigueur
Chef de projet technique,146LVCZ,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",
Chef de projet technique,146LPLD,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",Force de proposition. Travail en équipe. Rigueur
Chef de projet technique,146LLXH,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",Autonomie. Sens de l'organisation. Rigueur
Chef de projet technique,146GMBH,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",Travail en équipe. Sens de l'organisation. Rigueur
Chef de projet technique,146FQCJ,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",Capacité d'adaptation. Capacité à fédérer. Autonomie
Chef de projet technique,146FNST,"Automatisme. Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Régulation et instrumentation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",Sens de la communication. Autonomie. Sens de l'organisation
Chef de projet technique,146FLZM,"Classer les documents, informations et fonds documentaires d'une activité. Concevoir un tableau de bord. Outils bureautiques. Réaliser un suivi d'activité. Saisir des documents numériques",
