metier,identifiant,competences,savoir-etre
Webmaster,147KFQL,Analyser les besoins du client. Concevoir un projet multimédia. Définir un concept créatif en fonction du support choisi. Présenter un projet à des clients ou à des collaborateurs. Traduire un concept ou un script en représentation visuelle,
Webmaster,147JZFQ,"Maitrise de l'outil informatique. Acheminer des marchandises en zone d'expédition, de stockage ou de production. Charger des marchandises, des produits. Mettre à jour une documentation technique. Ranger du matériel. Renseigner les supports de suivi de commande et transmettre un état des produits détériorés et du matériel défectueux. Réaliser le prélèvement de produits selon les instructions de préparation de commande et constituer les colis, lots, .... Réceptionner un produit. Vérifier la conformité de la livraison",
Webmaster,147JGPK,Analyser les besoins du client. Concevoir un projet multimédia. Définir un concept créatif en fonction du support choisi. Présenter un projet à des clients ou à des collaborateurs. Traduire un concept ou un script en représentation visuelle,
Webmaster,147DYXR,"Concevoir des supports de communication visuelle. Concevoir un support de communication audiovisuel. Planifier la réalisation d'une action de communication. Réaliser des actions de relation publique, de diffusion et de promotion de l'information. Rédiger le contenu d'un support de communication",Capacité d'adaptation. Travail en équipe. Sens de l'organisation
Webmaster,147DVKW,Algorithmique. Analyser des problèmes techniques. Déterminer des mesures correctives. Gestion de configuration. Gestion de projet. Marketing / Mercatique. Planifier les étapes d'un projet. Procédures d'appels d'offres. Promouvoir un projet. Réaliser un appel d'offre,Réactivité. Autonomie. Rigueur
Webmaster,147CVGK,Enregistrer les données d'une commande. Renseigner un client. Réceptionner les appels téléphoniques. Vérifier les conditions de réalisation d'une commande. Établir un devis,Réactivité. Autonomie. Rigueur
Webmaster,147CTPX,Enregistrer les données d'une commande. Renseigner un client. Réceptionner les appels téléphoniques. Vérifier les conditions de réalisation d'une commande. Établir un devis,Réactivité. Autonomie. Rigueur
Webmaster,147BWFS,"Accompagner des groupes lors de visites guidées. Administrer un site web. Apporter un appui technique aux services internes dans leurs actions de communication. Communication digitale. Communication externe. Communication interne. Concevoir des supports de communication visuelle. Concevoir un support de communication audiovisuel. Développer un réseau de partenaires. Logiciel de montage photo. Normes rédactionnelles. Organisation d'évènements d'entreprises. Organiser un évènement. Organiser une conférence de presse. Outils bureautiques. Planifier la réalisation d'une action de communication. Réaliser des actions de relation publique, de diffusion et de promotion de l'information. Réaliser des supports de communication audiovisuels. Réaliser des supports de communication multimédia. Réaliser le bilan des actions de communication. Rédiger le contenu d'un support de communication. Rédiger un communiqué de presse. Stratégies de communication externe. Techniques de communication. Utilisation d'appareil photographique",
Webmaster,146ZQWF,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Réactivité. Sens de la communication. Autonomie
Webmaster,146YMLY,,Autonomie. Rigueur
Webmaster,146XTHB,"Concevoir des supports de communication visuelle. Concevoir un support de communication audiovisuel. Planifier la réalisation d'une action de communication. Réaliser des actions de relation publique, de diffusion et de promotion de l'information",
Webmaster,146WBRG,Analyser des dysfonctionnements et des difficultés techniques de connexion au site ou d'utilisation des services par les internautes. Appliquer les règles de diffusion de l'information et de la communication. Contrôler les échanges au sein des communautés d'internautes. Techniques d'animation web. Traiter les demandes d'internautes,Sens de la communication. Autonomie. Rigueur
Webmaster,146RCYN,"Identifier des sources et lieux d'information. Recueillir des informations lors d'enquêtes, reportages et interviews. Rédiger un article de presse. Traiter des informations recueillies (vérification, recoupement, analyse). Transmettre un article pour correction, impression et diffusion",Réactivité. Travail en équipe. Autonomie
Webmaster,146PFKC,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Webmaster,146NFKC,Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Force de proposition. Autonomie. Rigueur
Webmaster,146NCTK,"Concevoir des supports de communication visuelle. Concevoir un support de communication audiovisuel. Planifier la réalisation d'une action de communication. Réaliser des actions de relation publique, de diffusion et de promotion de l'information. Rédiger le contenu d'un support de communication",Capacité d'adaptation. Force de proposition. Autonomie
Webmaster,146LTRP,Analyser les besoins du client. Déterminer des mesures correctives. Concevoir et développer les programmes et applications informatiques. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Autonomie. Sens de l'organisation
Webmaster,146KTYW,"Identifier des sources et lieux d'information. Recueillir des informations lors d'enquêtes, reportages et interviews. Rédiger un article de presse. Traiter des informations recueillies (vérification, recoupement, analyse). Transmettre un article pour correction, impression et diffusion",Curiosité. Sens de la communication. Autonomie
Webmaster,146GRJN,,
Webmaster,146GRJB,,
Webmaster,146GLNW,Analyser les besoins du client. Concevoir un projet multimédia. Définir un concept créatif en fonction du support choisi. Présenter un projet à des clients ou à des collaborateurs. Traduire un concept ou un script en représentation visuelle,
Webmaster,146GCNT,Normes rédactionnelles. Améliorer le positionnement d'un site web. Communication digitale. Concevoir des supports de communication visuelle. Rédiger le contenu d'un support de communication. Techniques de communication. Connaissance Photoshop ou outils création graphiqu. Maîtrise internet + excel,Travail en équipe. Sens de la communication. Rigueur
Webmaster,146FPMR,Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Analyser les besoins du client. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Curiosité. Sens de la communication
Webmaster,146FMTH,"Concevoir des supports de communication visuelle. Concevoir un support de communication audiovisuel. Planifier la réalisation d'une action de communication. Réaliser des actions de relation publique, de diffusion et de promotion de l'information. Rédiger le contenu d'un support de communication",
Webmaster,146CNFN,"Concevoir des supports de communication visuelle. Concevoir un support de communication audiovisuel. Planifier la réalisation d'une action de communication. Réaliser des actions de relation publique, de diffusion et de promotion de l'information. Rédiger le contenu d'un support de communication",
